family,rate,system,label,seed,goodput_ttft10_tpot100,goodput_ttft10_tpot150,goodput_ttft10_tpot50,goodput_ttft3_tpot100,goodput_ttft3_tpot150,goodput_ttft3_tpot50,goodput_ttft5_tpot100,goodput_ttft5_tpot150,goodput_ttft5_tpot50,goodput_turn10,goodput_turn30,goodput_turn60,output_tokens_per_s,pass_ttft10_tpot100,pass_ttft10_tpot150,pass_ttft10_tpot50,pass_ttft3_tpot100,pass_ttft3_tpot150,pass_ttft3_tpot50,pass_ttft5_tpot100,pass_ttft5_tpot150,pass_ttft5_tpot50,pass_turn10,pass_turn30,pass_turn60,resume_ttft_p50_s,resume_ttft_p99_s,tpot_p50_ms,tpot_p99_ms,turn_latency_mean_s,turn_latency_p50_s,turn_latency_p99_s
claude,0.016,hbf_tp4x2,GPU+HBF hybrid,101,580.896,581.14,507.73,536.076,536.316,468.279,557.857,558.097,486.118,134.853,298.442,425.934,646.838,0.912765,0.914736,0.804666,0.854937,0.856415,0.753573,0.879415,0.880894,0.773616,0.60161,0.833908,0.931165,0.415278,53.3179,10.0714,87.4543,18.943,6.47066,176.627
claude,0.016,hbf_tp4x2,GPU+HBF hybrid,102,534.429,534.618,500.516,501.413,501.595,469.643,515.242,515.427,482.133,127.952,284.115,392.477,582.744,0.922564,0.924957,0.865983,0.86547,0.866838,0.812479,0.89265,0.89453,0.838291,0.63094,0.855726,0.935556,0.418328,44.955,11.463,80.0827,17.4486,5.81722,185.41
claude,0.016,hbf_tp4x2,GPU+HBF hybrid,103,520.989,522.261,489.04,480.982,482.093,449.902,498.664,499.891,466.869,132.934,278.617,406.091,594.778,0.890195,0.894659,0.837971,0.833953,0.837227,0.784853,0.859991,0.864008,0.808957,0.622824,0.834102,0.935575,0.473424,58.1453,12.1153,96.0225,17.7236,5.88408,165.529
claude,0.016,hbf_tp4x2,GPU+HBF hybrid,104,681.101,681.215,667.929,626.037,626.151,613.56,651.684,651.798,638.62,134.549,318.124,472.738,743.445,0.91803,0.919345,0.88384,0.864845,0.86616,0.83197,0.885739,0.887054,0.851841,0.585184,0.833723,0.93235,0.439297,40.6033,15.6554,67.0461,18.8929,7.42731,180.268
claude,0.016,hbf_tp4x2,GPU+HBF hybrid,105,514.277,514.3,494.979,486.586,486.604,468.149,503.306,503.327,484.156,141.633,300.275,405.317,564.442,0.920574,0.921973,0.875962,0.875262,0.875962,0.8338,0.903254,0.904479,0.859342,0.651155,0.861617,0.945766,0.459728,59.1937,10.9168,68.3841,15.7387,5.3801,138.942
claude,0.016,hbf_tp4x2,GPU+HBF hybrid,106,609.685,611.917,444.502,558.875,561.087,402.584,579.406,581.635,416.413,90.0292,225.867,350.853,674.766,0.905983,0.91453,0.680031,0.857964,0.86589,0.639316,0.879876,0.887956,0.656566,0.483605,0.752758,0.887335,0.479405,51.7639,28.5629,100.19,27.924,10.6288,255.055
claude,0.016,hbf_tp4x2,GPU+HBF hybrid,107,458.806,458.887,440.051,432.188,432.27,414.022,446.139,446.221,427.384,136.024,274.024,360.898,488.056,0.938129,0.938508,0.903967,0.899601,0.899981,0.865819,0.917631,0.918011,0.883469,0.696717,0.890492,0.957108,0.382283,46.7994,8.86485,63.2374,13.3573,4.32656,131.958
claude,0.016,hbf_tp4x2,GPU+HBF hybrid,108,576.197,577.114,454.63,526.591,527.438,410.258,546.333,547.246,426.736,109.832,257.617,397.214,650.435,0.885007,0.892204,0.733733,0.806897,0.812594,0.668366,0.848876,0.855472,0.701199,0.543178,0.793403,0.911994,0.543906,51.6402,16.8829,116.732,23.0228,8.29887,210.96
claude,0.016,hbf_tp4x2,GPU+HBF hybrid,109,630.014,630.302,605.853,588.274,588.56,564.989,607.112,607.398,583.309,131.812,297.795,439.567,685.205,0.91453,0.916123,0.879907,0.868463,0.869767,0.835724,0.886136,0.88744,0.852528,0.604665,0.831378,0.931914,0.433099,51.7338,13.9719,63.5179,18.6093,6.68807,178.048
claude,0.016,hbf_tp4x2,GPU+HBF hybrid,110,586.429,586.765,568.218,540.051,540.384,522.879,562.868,563.204,544.875,135.086,304.927,421.414,636.432,0.918176,0.922057,0.880336,0.858506,0.861902,0.823577,0.891494,0.895375,0.853978,0.623545,0.851714,0.938228,0.457767,48.7407,12.3824,73.9778,16.8089,6.07192,147.257
claude,0.016,oracle_infinite_hbm,Infinite-HBM oracle,101,622.812,622.813,558.169,582.298,582.298,523.994,603.355,603.355,543.606,151.723,303.876,425.495,633.137,0.986645,0.986808,0.889577,0.941531,0.941694,0.854235,0.967915,0.968078,0.87557,0.667264,0.871498,0.943974,0.378253,11.8973,15.0302,67.3799,17.7103,5.75525,220.987
claude,0.016,oracle_infinite_hbm,Infinite-HBM oracle,102,614.743,614.743,610.907,580.522,580.522,577.384,607.495,607.495,604.069,157.682,323.781,447.15,622.671,0.991857,0.991857,0.977199,0.941368,0.941368,0.928827,0.978176,0.978176,0.964495,0.72101,0.89658,0.957818,0.378124,6.36634,12.5579,52.0649,13.1117,4.56822,138.546
claude,0.016,oracle_infinite_hbm,Infinite-HBM oracle,103,609.78,609.78,608.1,557.068,557.068,555.39,586.126,586.126,584.447,148.765,318.703,436.11,631.068,0.979932,0.979932,0.973954,0.926985,0.926985,0.921435,0.959152,0.959152,0.953459,0.681469,0.890407,0.953032,0.440803,21.9409,17.7567,46.3371,13.9887,5.52866,132.578
claude,0.016,oracle_infinite_hbm,Infinite-HBM oracle,104,739.394,739.394,702.156,705.213,705.213,670.448,727.761,727.761,691.043,125.437,300.603,446.818,745.795,0.992021,0.992021,0.939939,0.956913,0.956913,0.907587,0.977368,0.977368,0.925722,0.604526,0.839838,0.926737,0.394563,8.15986,21.0994,61.0316,19.4226,7.12855,191.505
claude,0.016,oracle_infinite_hbm,Infinite-HBM oracle,105,576.987,576.987,576.971,545.443,545.443,545.427,565.393,565.393,565.378,164.32,329.978,441.926,587.318,0.981221,0.981221,0.980714,0.940788,0.940788,0.94045,0.967518,0.967518,0.96718,0.719844,0.908476,0.96515,0.46835,19.8998,12.0384,41.8052,11.9357,4.77055,105.832
claude,0.016,oracle_infinite_hbm,Infinite-HBM oracle,106,658.434,658.435,403.347,619.712,619.713,381.967,644.913,644.914,398.708,109.504,249.623,356.335,667.999,0.989137,0.989603,0.647734,0.954687,0.955152,0.633147,0.974084,0.97455,0.642303,0.530261,0.80121,0.894941,0.424275,8.56595,25.2465,79.5894,27.6532,9.12609,301.145
claude,0.016,oracle_infinite_hbm,Infinite-HBM oracle,107,502.952,502.952,502.951,482.08,482.08,482.079,496.449,496.449,496.448,157.564,303.401,395.915,506.134,0.995027,0.995027,0.99429,0.97587,0.97587,0.975134,0.990606,0.990606,0.989869,0.770492,0.931847,0.974397,0.362247,4.64908,11.0787,36.2997,9.83212,3.62433,102.91
claude,0.016,oracle_infinite_hbm,Infinite-HBM oracle,108,683.633,683.633,652.538,635.019,635.02,605.707,664.172,664.172,633.283,118.159,279.622,417.901,693.52,0.987196,0.987336,0.939074,0.913747,0.913888,0.870409,0.962994,0.963135,0.916139,0.603912,0.845082,0.932742,0.4956,11.6007,23.7168,60.8103,18.6258,7.2295,168.597
claude,0.016,oracle_infinite_hbm,Infinite-HBM oracle,109,657.361,657.362,640.369,616.928,616.929,600.248,639.276,639.277,622.284,126.636,279.057,410.008,667.184,0.989084,0.989388,0.942238,0.952699,0.953002,0.906762,0.971953,0.972256,0.925106,0.62174,0.846574,0.93117,0.397171,9.98972,23.8783,55.8112,18.7211,6.83966,176.629
claude,0.016,oracle_infinite_hbm,Infinite-HBM oracle,110,644.987,644.987,641.807,610.672,610.672,608.11,636.88,636.88,634.315,144.011,316.079,434.478,650.685,0.991747,0.991747,0.980321,0.947945,0.947945,0.937312,0.981908,0.981908,0.970957,0.680527,0.884145,0.952389,0.427888,7.5414,16.1217,50.5593,14.4812,5.3741,139.335
claude,0.02,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,101,406.81,406.81,406.81,276.2,276.2,276.2,341.095,341.095,341.095,65.5922,186.328,312.148,640.975,0.696146,0.696146,0.696146,0.519878,0.519878,0.519878,0.603043,0.603043,0.603043,0.441176,0.69574,0.821907,2.51564,436.881,20.3037,28.3449,45.2044,12.6075,444.52
claude,0.02,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,102,396.53,396.53,396.53,287.801,287.801,287.801,335.988,335.988,335.988,79.9889,217.887,353.201,638.505,0.700619,0.700619,0.700619,0.542441,0.542441,0.542441,0.616137,0.616137,0.616137,0.468145,0.710805,0.843619,2.21045,228.034,19.6356,26.6119,36.4368,11.5646,257.802
claude,0.02,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,103,299.411,299.411,299.411,196.536,196.536,196.535,236.74,236.74,236.739,62.2792,179.989,284.816,528.644,0.652226,0.652226,0.652026,0.467308,0.467308,0.467108,0.551745,0.551745,0.551544,0.422583,0.685921,0.804051,3.60638,463.222,20.0893,29.3446,49.5525,13.091,471.493
claude,0.02,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,104,439.988,439.988,439.988,263.341,263.341,263.341,342.055,342.055,342.055,57.5846,196.337,341.223,718.679,0.658105,0.658105,0.658105,0.454174,0.454174,0.454174,0.539988,0.539988,0.539988,0.367192,0.664137,0.80755,4.04239,348.277,21.0554,28.9894,43.1047,15.8647,373.859
claude,0.02,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,105,305.515,305.515,305.515,210.457,210.457,210.457,248.931,248.931,248.931,64.6406,186.85,298.043,582.827,0.622171,0.622171,0.622171,0.471335,0.471335,0.471335,0.540512,0.540512,0.540512,0.404696,0.669981,0.809604,3.74559,441.299,19.5979,26.0196,44.5631,14.8106,453.962
claude,0.02,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,106,235.196,235.196,235.196,145.424,145.424,145.424,180.624,180.624,180.624,43.7783,135.934,227.685,535.064,0.551693,0.551693,0.551693,0.392325,0.392325,0.392325,0.460722,0.460722,0.460722,0.343792,0.601354,0.739729,6.5152,765.999,21.3541,26.8777,74.7937,19.4459,812.88
claude,0.02,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,107,359.128,359.128,359.128,270.318,270.318,270.318,304.254,304.254,304.254,88.8862,221.723,335.499,540.751,0.749413,0.749413,0.749413,0.612807,0.612807,0.612807,0.677695,0.677695,0.677695,0.513767,0.75667,0.862967,1.51975,322.469,19.2842,27.5589,33.5454,9.50899,348.888
claude,0.02,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,108,317.325,317.325,317.325,193.005,193.005,193.005,237.911,237.911,237.911,48.5839,160.39,294.669,625.727,0.574881,0.574881,0.574881,0.384218,0.384218,0.384218,0.460649,0.460649,0.460649,0.335674,0.607932,0.772774,6.3484,570.259,20.807,27.1768,57.9131,18.9472,569.329
claude,0.02,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,109,377.069,377.069,377.068,255.186,255.186,255.185,299.793,299.793,299.793,67.5828,200.785,338.275,653.236,0.674484,0.674484,0.674296,0.502439,0.502439,0.502251,0.581238,0.581238,0.581051,0.427767,0.68818,0.82758,2.9443,314.169,20.5646,29.2067,39.6468,13.4076,353.519
claude,0.02,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,110,304.115,304.115,304.115,180.277,180.277,180.277,228.939,228.939,228.939,48.3718,164.25,271.037,568.159,0.616753,0.616753,0.616753,0.430556,0.430556,0.430556,0.508464,0.508464,0.508464,0.373481,0.64388,0.774957,4.66999,526.177,20.6282,27.1234,54.181,16.4148,531.391
claude,0.02,hbf_tp4x2,GPU+HBF hybrid,101,613.006,614.775,493.584,560.24,562.007,448.25,582.913,584.68,465.367,104.821,255.163,396.251,689.98,0.897974,0.902315,0.731006,0.841534,0.845695,0.682706,0.866679,0.870839,0.703329,0.525326,0.778401,0.898155,0.460212,73.632,18.7272,88.2283,25.4142,8.94738,240.837
claude,0.02,hbf_tp4x2,GPU+HBF hybrid,102,625.198,625.741,492.197,580.461,580.973,452.669,600.078,600.618,468.525,97.091,251.033,386.784,698.321,0.897822,0.905614,0.729768,0.836727,0.842748,0.677882,0.865415,0.872676,0.700372,0.515318,0.780237,0.897114,0.470874,56.83,26.0675,111.369,25.3559,9.41502,233.254
claude,0.02,hbf_tp4x2,GPU+HBF hybrid,103,585.01,585.364,506.772,533.039,533.383,460.716,559.757,560.107,483.579,127.346,303.02,428.689,665.351,0.878648,0.885243,0.786645,0.814839,0.82028,0.730256,0.851937,0.858038,0.762077,0.576917,0.834295,0.929596,0.48624,59.9021,15.3917,101.951,19.7997,7.32179,194.497
claude,0.02,hbf_tp4x2,GPU+HBF hybrid,104,736.086,736.94,608.026,676.384,677.164,558.62,708.443,709.23,583.076,111.539,300.026,460.73,816.992,0.900962,0.906698,0.738485,0.842922,0.848153,0.688038,0.871942,0.87751,0.712165,0.500591,0.785726,0.898937,0.447426,47.0901,21.3236,95.3915,25.3035,9.98943,238.652
claude,0.02,hbf_tp4x2,GPU+HBF hybrid,105,589.036,589.331,556.624,553.38,553.671,524.695,575.163,575.458,544.066,118.61,290.307,412.393,666.129,0.891679,0.894678,0.834145,0.844265,0.846702,0.790292,0.870877,0.873876,0.814093,0.565217,0.807534,0.922601,0.497881,61.5337,15.9718,77.7871,20.6155,7.91186,175.266
claude,0.02,hbf_tp4x2,GPU+HBF hybrid,106,658.219,659.587,370.173,603.916,605.279,324.43,631.452,632.817,347.039,81.7916,208.903,340.073,734.453,0.906676,0.915646,0.537692,0.856305,0.864585,0.496291,0.879765,0.888218,0.515957,0.43626,0.72434,0.868208,0.468897,48.2547,39.4348,103.476,32.0021,12.5421,301.037
claude,0.02,hbf_tp4x2,GPU+HBF hybrid,107,553.59,553.627,523.431,520.505,520.538,490.358,540.09,540.126,509.931,155.309,310.828,425.236,601.125,0.923835,0.924995,0.872221,0.870868,0.871641,0.820027,0.899091,0.900251,0.847477,0.659772,0.865842,0.951286,0.401061,47.099,10.5171,64.8263,15.2023,5.39265,146.227
claude,0.02,hbf_tp4x2,GPU+HBF hybrid,108,560.391,596.599,324.513,517.501,550.969,293.426,538.954,573.873,306.816,80.2939,224.349,374.117,711.431,0.802004,0.85539,0.521942,0.732723,0.782481,0.470456,0.769005,0.821182,0.49378,0.438321,0.715964,0.872668,0.619491,52.113,27.2579,167.407,33.5984,12.8303,331.109
claude,0.02,hbf_tp4x2,GPU+HBF hybrid,109,667.147,667.581,586.147,618.319,618.753,544.125,648.055,648.49,568.485,129.038,307.006,452.183,733.334,0.903259,0.906501,0.801911,0.85122,0.854462,0.754479,0.874254,0.877495,0.774953,0.560485,0.800717,0.919126,0.43715,51.6649,15.4956,80.9159,21.2968,7.8081,189.375
claude,0.02,hbf_tp4x2,GPU+HBF hybrid,110,593.096,594.464,487.831,536.388,537.472,438.585,563.545,564.914,460.224,107.005,257.062,393.351,674.649,0.896971,0.903328,0.737098,0.835266,0.840875,0.684181,0.868549,0.874907,0.710546,0.526926,0.779731,0.904263,0.486992,52.7525,18.9691,102.096,23.6395,8.86937,199.721
claude,0.02,oracle_infinite_hbm,Infinite-HBM oracle,101,709.1,709.101,629.891,660.38,660.381,589.738,681.388,681.39,605.425,104.588,259.757,391.915,721.198,0.986777,0.987482,0.851904,0.939351,0.940056,0.815409,0.962976,0.963681,0.83445,0.562764,0.819993,0.913434,0.417701,11.0886,26.8565,79.0501,22.2725,8.23808,223.378
claude,0.02,oracle_infinite_hbm,Infinite-HBM oracle,102,667.049,667.053,465.097,633.137,633.141,445.673,655.08,655.084,459.175,104.576,258.513,375.504,675.956,0.983412,0.985417,0.690303,0.93055,0.932373,0.659132,0.965731,0.967736,0.6821,0.541925,0.803864,0.902844,0.414541,14.379,26.9982,83.3293,25.4504,8.55938,288.053
claude,0.02,oracle_infinite_hbm,Infinite-HBM oracle,103,659.7,659.701,632.238,612.142,612.142,586.591,638.934,638.935,612.15,137.611,297.427,419.908,673.267,0.980479,0.980807,0.9229,0.93061,0.930938,0.876804,0.963747,0.964075,0.907972,0.628445,0.85958,0.935367,0.423239,18.7364,24.2851,59.2079,17.5516,6.67007,175.533
claude,0.02,oracle_infinite_hbm,Infinite-HBM oracle,104,801.048,801.048,699.887,761.11,761.111,668.505,787.648,787.649,690.076,93.6526,254.023,407.356,808.593,0.990054,0.990391,0.851989,0.950775,0.951113,0.820465,0.977411,0.977748,0.842212,0.5118,0.789953,0.899865,0.393493,8.15205,30.9771,68.9287,25.4391,9.64633,256.563
claude,0.02,oracle_infinite_hbm,Infinite-HBM oracle,105,692.889,692.889,689.76,654.852,654.852,651.726,681.275,681.275,678.146,150.186,332.299,493.996,714.957,0.976228,0.976228,0.96523,0.937201,0.937201,0.926557,0.966472,0.966472,0.955473,0.650523,0.870144,0.951393,0.448855,24.6306,16.769,50.3773,15.0988,5.99738,127.493
claude,0.02,oracle_infinite_hbm,Infinite-HBM oracle,106,730.151,730.152,503.458,682.397,682.399,471.241,710.302,710.303,490.867,68.5245,201.624,327.656,738.279,0.988279,0.988959,0.677085,0.950569,0.951249,0.653474,0.973501,0.97418,0.668762,0.452862,0.761508,0.877187,0.407399,10.0093,42.6513,68.555,30.3508,11.282,283.839
claude,0.02,oracle_infinite_hbm,Infinite-HBM oracle,107,611.159,611.159,611.151,585.706,585.706,585.701,604.727,604.727,604.72,144.885,310.118,420.533,617.285,0.992385,0.992385,0.990482,0.963259,0.963259,0.961736,0.985342,0.985342,0.983438,0.689891,0.892062,0.95336,0.36907,5.86568,18.2488,45.3441,14.1103,5.30602,140.297
claude,0.02,oracle_infinite_hbm,Infinite-HBM oracle,108,736.894,736.9,463.45,673.501,673.507,426.064,716.268,716.273,451.795,81.9553,220.633,344.359,742.915,0.987175,0.987508,0.593271,0.912225,0.912392,0.559127,0.963691,0.963857,0.582945,0.477348,0.763324,0.879081,0.514232,11.9047,45.6835,85.5601,30.4597,10.7496,294.059
claude,0.02,oracle_infinite_hbm,Infinite-HBM oracle,109,736.091,736.092,625.118,684.496,684.497,584.98,711.538,711.539,607.641,136.404,314.817,450.856,747.791,0.98791,0.988387,0.861438,0.948457,0.948934,0.830894,0.969138,0.969615,0.847121,0.618995,0.851257,0.93064,0.372881,10.3588,20.3577,66.1394,19.3694,6.65768,213.482
claude,0.02,oracle_infinite_hbm,Infinite-HBM oracle,110,674.218,674.221,574.777,628.38,628.382,539.006,658.898,658.901,562.775,98.7652,255.428,385.576,679.4,0.994127,0.994861,0.839971,0.94733,0.94788,0.805102,0.983116,0.98385,0.831896,0.551661,0.813911,0.913195,0.444243,6.54924,27.9975,84.5852,23.0563,8.42209,219.265
claude,0.024,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,101,300.218,300.218,300.218,180.676,180.676,180.676,224.024,224.024,224.024,49.819,141.056,259.16,618.158,0.572927,0.572927,0.572927,0.400143,0.400143,0.400143,0.471401,0.471401,0.471401,0.373451,0.604623,0.752622,6.21544,675.944,21.3979,27.6734,63.7735,18.1931,665.238
claude,0.024,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,102,288.578,288.578,288.578,179.424,179.424,179.424,218.453,218.453,218.453,52.1912,164.101,297.452,621.792,0.571622,0.571622,0.571622,0.394595,0.394595,0.394595,0.463739,0.463739,0.463739,0.356306,0.611937,0.763288,6.22734,595.869,21.4102,28.1767,59.6905,18.2611,634.4
claude,0.024,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,103,263.155,263.155,263.155,154.183,154.183,154.183,204.803,204.803,204.803,58.2361,177.63,285.609,540.736,0.595578,0.595578,0.595578,0.392586,0.392586,0.392586,0.484815,0.484815,0.484815,0.382314,0.663912,0.785395,5.53134,522.898,20.9473,29.5667,55.7094,15.2754,535.313
claude,0.024,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,104,444.128,444.128,444.128,275.339,275.339,275.339,332.613,332.613,332.613,59.5074,214.966,382.605,796.88,0.631557,0.631557,0.631557,0.428213,0.428213,0.428213,0.504075,0.504075,0.504075,0.348589,0.659143,0.813793,4.98149,323.011,21.5168,27.7243,42.6572,17.0578,359.19
claude,0.024,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,105,201.896,201.896,201.896,126.877,126.877,126.877,158.565,158.565,158.565,39.1443,129.29,235.633,532.499,0.479376,0.479376,0.479376,0.337388,0.337388,0.337388,0.402433,0.402433,0.402433,0.298255,0.533316,0.695399,11.2473,966.91,20.4681,28.0634,77.4755,25.1104,940.613
claude,0.024,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,106,234.279,234.279,234.279,140.873,140.873,140.873,182.873,182.873,182.873,45.9934,146.758,250.668,580.214,0.537413,0.537413,0.537413,0.355486,0.355486,0.355486,0.435812,0.435812,0.435812,0.329907,0.578054,0.720536,7.72639,843.483,21.8275,27.078,77.8105,20.5303,852.753
claude,0.024,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,107,293.823,293.823,293.823,180.991,180.991,180.991,229.425,229.425,229.425,56.5271,171.123,300.962,576.711,0.605071,0.605071,0.605071,0.419141,0.419141,0.419141,0.498173,0.498173,0.498173,0.382138,0.639561,0.782778,5.04428,567.918,20.905,29.0336,54.3708,16.222,585.669
claude,0.024,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,108,285.129,285.129,285.129,162.129,162.129,162.129,207.86,207.86,207.86,45.6869,164.212,306.013,734.765,0.481564,0.481564,0.481564,0.293135,0.293135,0.293135,0.367488,0.367488,0.367488,0.282339,0.562844,0.753514,10.9505,489.231,21.5686,28.0918,56.8053,23.661,499.138
claude,0.024,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,109,288.148,288.148,288.148,153.221,153.221,153.221,202.186,202.186,202.186,49.7246,164.922,293.544,644.625,0.542472,0.542472,0.542472,0.343906,0.343906,0.343906,0.415164,0.415164,0.415164,0.329785,0.599609,0.753856,7.97106,770.466,21.5096,28.4848,64.8843,19.7985,771.762
claude,0.024,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,110,215.709,215.709,215.709,114.927,114.927,114.927,162.758,162.758,162.758,36.0788,128.709,228.765,557.181,0.513175,0.513175,0.513175,0.334725,0.334725,0.334725,0.407514,0.407514,0.407514,0.314636,0.575007,0.719802,9.12672,878.599,21.5483,28.3127,77.7876,22.1004,881.709
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,101,668.358,670.706,486.478,577.397,579.684,408.485,620.431,622.72,442.728,118.238,298.434,440.437,776.933,0.890508,0.900096,0.691659,0.804602,0.812848,0.618025,0.845829,0.854267,0.652157,0.530968,0.795781,0.903356,0.506521,52.8515,17.4134,107.043,24.4621,8.74795,231.865
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,102,642.69,651.241,278.261,596.028,604.321,247.516,621.508,630.008,262.469,75.071,216.513,344.386,740.519,0.846715,0.880779,0.435336,0.785139,0.815272,0.390043,0.816021,0.848587,0.411941,0.399214,0.703912,0.848213,0.517009,66.9389,45.8588,138.751,35.3458,14.101,306.75
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,103,621.852,626.561,403.507,555.246,559.583,351.661,584.308,588.709,371.1,124.459,294.846,430.136,710.631,0.876043,0.890647,0.639256,0.797983,0.810675,0.573366,0.833797,0.848053,0.601008,0.535292,0.7992,0.912378,0.526282,50.8314,15.8462,128.524,23.0688,8.74285,222.219
