prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,64,13122,1174.51
0,0,64,16384,1455.64
0,0,128,16,22.7203
0,0,128,32,23.5947
0,0,128,64,26.7733
0,0,128,128,40.715
0,0,128,256,70.9973
0,0,128,512,131.393
0,0,128,768,183.616
0,0,128,1024,228.93
0,0,128,1152,250.763
0,0,128,1728,348.716
0,0,128,2048,407.362
0,0,128,2592,499.415
0,0,128,3888,723.48
0,0,128,4096,760.559
0,0,128,5832,1058.73
0,0,128,8192,1470.43
0,0,128,8748,1562.11
0,0,128,13122,2321.08
0,0,128,16384,2876.81
0,0,256,16,37.44
0,0,256,32,38.9977
0,0,256,64,46.2087
0,0,256,128,75.499
0,0,256,256,135.436
0,0,256,512,231.287
0,0,256,768,318.786
0,0,256,1024,412.567
0,0,256,1152,453.165
0,0,256,1728,648.728
0,0,256,2048,761.636
0,0,256,2592,943.386
0,0,256,3888,1391.2
0,0,256,4096,1464.45
0,0,256,5832,2062
0,0,256,8192,2873.54
0,0,256,8748,3055.48
0,0,256,13122,4541.06
0,0,256,16384,5667.31
16,0,0,0,7.883
16,0,1,16,7.66967
16,0,1,32,7.68033
16,0,1,64,7.68033
16,0,1,128,9.579
16,0,1,256,12.2883
16,0,1,512,17.258
16,0,1,768,22.5497
16,0,1,1024,27.6687
16,0,1,1152,30.5177
16,0,1,1728,41.0773
16,0,1,2048,48.2567
16,0,1,2592,59.2323
16,0,1,3888,85.0773
16,0,1,4096,90.0163
16,0,1,5832,123.722
16,0,1,8192,171.948
16,0,1,8748,183.552
16,0,1,13122,270.677
16,0,1,16384,337.387
16,0,2,16,7.542
16,0,2,32,7.65867
16,0,2,64,7.61567
16,0,2,128,9.59967
16,0,2,256,12.235
16,0,2,512,17.5463
16,0,2,768,22.7523
16,0,2,1024,27.9687
16,0,2,1152,30.7523
16,0,2,1728,42.3147
16,0,2,2048,49.9737
16,0,2,2592,61.4293
16,0,2,3888,88.7783
16,0,2,4096,94.0163
16,0,2,5832,130.23
16,0,2,8192,181.931
16,0,2,8748,193.536
16,0,2,13122,286.603
16,0,2,16384,358.848
16,0,4,16,7.66933
16,0,4,32,7.808
16,0,4,64,7.69033
16,0,4,128,9.67467
16,0,4,256,12.2557
16,0,4,512,17.6743
16,0,4,768,23.179
16,0,4,1024,28.3203
16,0,4,1152,31.2637
16,0,4,1728,43.4667
16,0,4,2048,50.9973
16,0,4,2592,63.2533
16,0,4,3888,90.4427
16,0,4,4096,95.8403
16,0,4,5832,132.576
16,0,4,8192,184.299
16,0,4,8748,197.451
16,0,4,13122,292.897
16,0,4,16384,365.195
16,0,8,16,11.9357
16,0,8,32,11.9573
16,0,8,64,11.9787
16,0,8,128,16.32
16,0,8,256,21.7387
16,0,8,512,32.7673
16,0,8,768,43.4667
16,0,8,1024,54.5283
16,0,8,1152,60.2567
16,0,8,1728,83.1047
16,0,8,2048,97.9527
16,0,8,2592,120.64
16,0,8,3888,174.389
16,0,8,4096,183.467
16,0,8,5832,255.841
16,0,8,8192,356.791
16,0,8,8748,380.449
16,0,8,13122,571.585
16,0,8,16384,717.697
16,0,16,16,16.1817
16,0,16,32,16.3303
16,0,16,64,16.3737
16,0,16,128,23.723
16,0,16,256,31.9893
16,0,16,512,48.6933
16,0,16,768,65.3767
16,0,16,1024,81.2913
16,0,16,1152,90.0377
16,0,16,1728,123.2
16,0,16,2048,146.081
16,0,16,2592,179.456
16,0,16,3888,259.851
16,0,16,4096,275.073
16,0,16,5832,382.251
16,0,16,8192,539.319
16,0,16,8748,576.3
16,0,16,13122,868.888
16,0,16,16384,1086.63
16,0,32,16,28.2243
16,0,32,32,28.5117
16,0,32,64,29.0667
16,0,32,128,43.7863
16,0,32,256,60.246
16,0,32,512,92.939
16,0,32,768,124.715
16,0,32,1024,156.033
16,0,32,1152,173.259
16,0,32,1728,238.432
16,0,32,2048,283.947
16,0,32,2592,349.068
16,0,32,3888,508.652
16,0,32,4096,539.661
16,0,32,5832,769.602
16,0,32,8192,1097.89
16,0,32,8748,1174.57
16,0,32,13122,1746.5
16,0,32,16384,2180.23
16,0,64,16,51.6907
16,0,64,32,52.128
16,0,64,64,53.269
16,0,64,128,81.5577
16,0,64,256,112.384
16,0,64,512,174.966
16,0,64,768,235.286
16,0,64,1024,297.303
16,0,64,1152,329.078
16,0,64,1728,454.956
16,0,64,2048,539.469
16,0,64,2592,686.925
16,0,64,3888,1117.95
16,0,64,4096,1212.27
16,0,64,5832,1761.24
16,0,64,8192,2465.65
16,0,64,8748,2622.23
16,0,64,13122,3915.68
16,0,64,16384,4941.37
16,0,128,16,94.443
16,0,128,32,95.5203
16,0,128,64,98.9767
16,0,128,128,159.596
16,0,128,256,231.734
16,0,128,512,374.54
16,0,128,768,512.524
16,0,128,1024,645.667
16,0,128,1152,714.851
16,0,128,1728,1068
16,0,128,2048,1302.64
16,0,128,2592,2186.72
16,0,128,3888,3897.41
